TST_DigOut_13   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_DigOut_14   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_DigOut_15   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_DigOut_16   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_DigOut_1    ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0
VAL_DigOut_2    ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0
VAL_DigOut_3    ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0
VAL_DigOut_4    ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0
VAL_DigOut_5    ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0
VAL_DigOut_6    ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0
VAL_DigOut_7    ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0
VAL_DigOut_8    ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0
VAL_DigOut_9    ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_DigOut_10   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_DigOut_11   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_DigOut_12   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_DigOut_13   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_DigOut_14   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_DigOut_15   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_DigOut_16   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_1      ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_2      ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_3      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_4      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_5      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_6      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_7      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_8      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_9      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_10     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_11     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnIn_12     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_1      ; 1.11 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_2      ; 2.22 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_3      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_4      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_5      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_6      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_7      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_8      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_9      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_10     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_11     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnIn_12     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf1   ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf2   ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf3   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf4   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf5   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf6   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf7   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf8   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf9   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf10  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf11  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInConf12  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr1   ; 8 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr2   ; 8 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr3   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr4   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr5   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr6   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr7   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr8   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr9   ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr10  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr11  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnInFltr12  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnOut_1     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnOut_2     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnOut_3     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_AnOut_4     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnOut_1     ; 4.44 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnOut_2     ; 5.55 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnOut_3     ; 6.66 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnOut_4     ; 7.77 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnOutConf_1 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnOutConf_2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnOutConf_3 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_AnOutConf_4 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_Tamb        ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_Tamb        ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_RPM         ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_RPM         ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_VCC_set     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_VCC_set     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_mA_max      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_mA_max      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_VCC_fbk     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_VCC_fbk     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_mA_fbk      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_mA_fbk      ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_FWrevision  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_FWrevision  ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_HWconfig    ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_HWconfig    ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_RTUS_WR     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_RTUS_WR     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_RTUS_RD     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_RTUS_RD     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_RTU1_WR     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_RTU1_WR     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_RTU1_RD     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_RTU1_RD     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_RTU3_WR     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_RTU3_WR     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_RTU3_RD     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_RTU3_RD     ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_CAN1_WR     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_CAN1_WR     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
TST_CAN1_RD     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
VAL_CAN1_RD     ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
